Match,Result,totalGold,goldDiff,totalKills,totalDeaths,totalAssists,KD_rat,indGold,indKills,indDeaths,indAssists
B1014,0,44196,-15844,5,21,9,-16,"[9119, 8260, 10971, 9216, 6630]","[1, 0, 1, 2, 1]","[5, 4, 3, 5, 4]","[1, 1, 2, 3, 2]"
R1014,1,60040,15844,21,5,40,16,"[11104, 13105, 14060, 12503, 9268]","[1, 9, 6, 1, 4]","[1, 1, 0, 1, 2]","[11, 6, 6, 10, 7]"
B1015,1,75140,390,14,9,38,5,"[17099, 12784, 17264, 15815, 12178]","[5, 1, 3, 4, 1]","[2, 2, 2, 1, 2]","[3, 10, 7, 7, 11]"
R1015,0,74750,-390,9,14,14,-5,"[15558, 13715, 17308, 17022, 11147]","[1, 2, 3, 2, 1]","[3, 4, 3, 2, 2]","[2, 4, 2, 2, 4]"
B1016,1,57120,16586,19,2,43,17,"[12492, 10214, 13508, 12126, 8780]","[4, 2, 6, 4, 3]","[0, 1, 0, 0, 1]","[6, 11, 9, 7, 10]"
R1016,0,40534,-16586,2,19,4,-17,"[8805, 7778, 9250, 8772, 5929]","[0, 1, 1, 0, 0]","[4, 4, 4, 2, 5]","[0, 1, 1, 0, 2]"
B1017,0,49795,-7283,8,19,20,-11,"[9831, 9473, 10992, 11760, 7739]","[2, 2, 1, 3, 0]","[5, 2, 4, 4, 4]","[3, 5, 4, 2, 6]"
R1017,1,57078,7283,19,8,35,11,"[11685, 10323, 14319, 11637, 9114]","[3, 1, 5, 4, 6]","[3, 1, 0, 2, 2]","[11, 10, 5, 3, 6]"
B1018,0,49369,-16884,0,13,0,-13,"[9676, 8955, 11908, 11258, 7572]","[0, 0, 0, 0, 0]","[5, 4, 1, 1, 2]","[0, 0, 0, 0, 0]"
R1018,1,66253,16884,13,0,35,13,"[13032, 12216, 14629, 16584, 9792]","[2, 2, 5, 3, 1]","[0, 0, 0, 0, 0]","[8, 7, 5, 7, 8]"
B1019,1,54351,8841,21,8,58,13,"[11309, 10350, 12669, 11883, 8140]","[4, 5, 6, 4, 2]","[1, 3, 1, 1, 2]","[11, 9, 12, 13, 13]"
R1019,0,45510,-8841,8,21,20,-13,"[9573, 8434, 10835, 9684, 6984]","[3, 0, 3, 1, 1]","[4, 5, 2, 6, 4]","[3, 3, 3, 5, 6]"
B1020,1,47093,13606,14,4,42,10,"[8661, 8602, 10302, 11114, 8414]","[0, 1, 5, 6, 2]","[2, 0, 1, 0, 1]","[10, 11, 5, 7, 9]"
R1020,0,33487,-13606,4,14,11,-10,"[6893, 6573, 7899, 7196, 4926]","[1, 1, 0, 2, 0]","[4, 3, 1, 4, 2]","[2, 2, 3, 1, 3]"
B1021,1,78822,15911,22,5,66,17,"[16735, 14113, 18740, 16251, 12983]","[6, 2, 7, 6, 1]","[1, 1, 1, 2, 0]","[11, 17, 9, 10, 19]"
R1021,0,62911,-15911,5,22,11,-17,"[14094, 11477, 14630, 13076, 9634]","[3, 0, 2, 0, 0]","[3, 7, 2, 6, 4]","[2, 2, 2, 3, 2]"
B1022,0,49663,-13302,7,19,19,-12,"[10130, 9221, 10883, 12007, 7422]","[3, 1, 1, 2, 0]","[4, 6, 3, 4, 2]","[2, 4, 4, 3, 6]"
R1022,1,62965,13302,19,7,55,12,"[13982, 11559, 14408, 13715, 9301]","[3, 4, 7, 5, 0]","[3, 2, 0, 1, 1]","[13, 7, 8, 9, 18]"
B1023,0,43789,-11852,5,17,10,-12,"[8615, 9428, 10797, 8845, 6104]","[1, 2, 2, 0, 0]","[4, 3, 3, 2, 5]","[1, 3, 2, 2, 2]"
R1023,1,55641,11852,17,5,44,12,"[12497, 9836, 13462, 11775, 8071]","[4, 1, 6, 6, 0]","[1, 2, 0, 1, 1]","[8, 10, 8, 4, 14]"
B1024,0,49986,-8450,11,16,31,-5,"[10880, 8484, 12317, 11355, 6950]","[3, 0, 5, 3, 0]","[5, 2, 2, 3, 4]","[4, 10, 4, 5, 8]"
R1024,1,58436,8450,16,11,23,5,"[12659, 11652, 14229, 11477, 8419]","[2, 5, 7, 1, 1]","[3, 3, 1, 2, 2]","[5, 3, 4, 3, 8]"
B1025,0,51327,-8557,7,22,16,-15,"[9882, 9934, 13205, 10710, 7596]","[1, 2, 3, 1, 0]","[7, 4, 2, 2, 7]","[3, 3, 1, 4, 5]"
R1025,1,59884,8557,22,7,58,15,"[13615, 11134, 12413, 14216, 8506]","[6, 7, 3, 5, 1]","[2, 3, 0, 0, 2]","[11, 7, 15, 12, 13]"
B1026,0,57211,-12778,11,19,31,-8,"[11040, 10977, 13066, 13123, 9005]","[4, 3, 3, 1, 0]","[5, 5, 3, 3, 3]","[4, 4, 5, 8, 10]"
R1026,1,69989,12778,19,11,50,8,"[14600, 12884, 17323, 15031, 10151]","[4, 3, 7, 5, 0]","[2, 3, 1, 2, 3]","[11, 11, 9, 9, 10]"
B1027,0,56466,-16578,15,30,41,-15,"[12207, 10995, 11272, 13939, 8053]","[5, 0, 2, 8, 0]","[6, 5, 8, 4, 7]","[1, 13, 13, 5, 9]"
R1027,1,73044,16578,30,15,71,15,"[15712, 12943, 16247, 16419, 11723]","[8, 5, 7, 9, 1]","[2, 3, 3, 2, 5]","[6, 15, 15, 13, 22]"
B1028,0,57344,-12214,14,24,33,-10,"[10557, 10282, 14665, 12510, 9330]","[1, 1, 9, 2, 1]","[4, 5, 6, 4, 5]","[9, 9, 0, 8, 7]"
R1028,1,69558,12214,24,14,49,10,"[13973, 12879, 15754, 17391, 9561]","[3, 5, 6, 10, 0]","[5, 2, 2, 2, 3]","[8, 6, 12, 10, 13]"
B1029,0,60560,-6850,5,13,9,-8,"[13219, 11041, 14076, 13255, 8969]","[1, 0, 3, 1, 0]","[2, 3, 2, 3, 3]","[3, 2, 1, 1, 2]"
R1029,1,67410,6850,13,5,33,8,"[13887, 12822, 16044, 14225, 10432]","[1, 4, 7, 1, 0]","[2, 1, 1, 1, 0]","[8, 4, 2, 8, 11]"
B1030,0,64191,-16245,2,15,4,-13,"[13019, 11360, 14741, 14761, 10310]","[0, 1, 1, 0, 0]","[4, 4, 1, 3, 3]","[1, 0, 1, 0, 2]"
R1030,1,80436,16245,15,2,31,13,"[15732, 15003, 18676, 18554, 12471]","[1, 1, 8, 4, 1]","[2, 0, 0, 0, 0]","[8, 10, 3, 4, 6]"
B1031,1,79608,8637,25,11,60,14,"[14420, 14759, 18435, 19004, 12990]","[3, 2, 8, 10, 2]","[3, 1, 3, 3, 1]","[15, 13, 7, 8, 17]"
R1031,0,70971,-8637,11,25,28,-14,"[16685, 11110, 15390, 16614, 11172]","[5, 1, 1, 4, 0]","[4, 6, 4, 5, 6]","[4, 5, 6, 4, 9]"
B1032,0,75318,3201,19,14,54,5,"[15211, 14317, 17067, 16595, 12128]","[4, 3, 5, 6, 1]","[3, 3, 1, 4, 3]","[9, 12, 12, 12, 9]"
R1032,1,72117,-3201,14,19,38,-5,"[13405, 12632, 17046, 17231, 11803]","[3, 4, 3, 4, 0]","[4, 6, 4, 2, 3]","[6, 6, 7, 7, 12]"
B1033,1,65116,2953,9,3,30,6,"[15778, 11542, 16221, 12038, 9537]","[2, 2, 4, 1, 0]","[1, 1, 1, 0, 0]","[5, 6, 4, 7, 8]"
R1033,0,62163,-2953,3,9,6,-6,"[13584, 11309, 12690, 15706, 8874]","[1, 1, 1, 0, 0]","[3, 1, 2, 1, 2]","[1, 1, 1, 1, 2]"
B1034,0,67900,-8663,11,13,26,-2,"[13105, 11266, 13425, 19059, 11045]","[0, 0, 1, 9, 1]","[3, 3, 1, 3, 3]","[9, 6, 3, 1, 7]"
R1034,1,76563,8663,13,11,40,2,"[15975, 13658, 18011, 17371, 11548]","[1, 3, 6, 2, 1]","[1, 3, 1, 3, 3]","[10, 9, 3, 7, 11]"
B1035,1,56424,11175,12,6,28,6,"[12046, 9943, 13682, 12299, 8454]","[3, 0, 7, 2, 0]","[2, 1, 1, 1, 1]","[4, 7, 1, 6, 10]"
R1035,0,45249,-11175,6,12,11,-6,"[9211, 8120, 10412, 11124, 6382]","[3, 0, 1, 0, 2]","[3, 3, 3, 1, 2]","[0, 4, 2, 3, 2]"
B1036,0,49683,-14831,6,18,16,-12,"[10247, 9512, 11229, 11551, 7144]","[1, 2, 0, 2, 1]","[3, 5, 3, 3, 4]","[1, 4, 4, 3, 4]"
R1036,1,64514,14831,18,6,46,12,"[15961, 10641, 14610, 14488, 8814]","[6, 0, 6, 5, 1]","[0, 1, 1, 0, 4]","[9, 15, 7, 6, 9]"
B1037,1,57495,9953,16,8,55,8,"[10860, 11314, 13819, 12544, 8958]","[1, 4, 6, 5, 0]","[5, 0, 0, 1, 2]","[10, 11, 8, 10, 16]"
R1037,0,47542,-9953,8,16,13,-8,"[9734, 10383, 10385, 10917, 6123]","[1, 5, 1, 1, 0]","[4, 2, 4, 2, 4]","[4, 0, 2, 3, 4]"
B1038,0,42661,-10809,5,16,9,-11,"[8278, 8204, 9802, 10289, 6088]","[0, 2, 2, 1, 0]","[6, 5, 2, 2, 1]","[1, 1, 3, 1, 3]"
R1038,1,53470,10809,16,5,30,11,"[12112, 9361, 12367, 11855, 7775]","[4, 2, 5, 4, 1]","[1, 1, 1, 0, 2]","[5, 6, 6, 5, 8]"
B1039,1,57726,8140,18,9,44,9,"[11517, 10408, 12206, 13394, 10201]","[5, 1, 4, 6, 2]","[1, 1, 1, 4, 2]","[7, 11, 6, 7, 13]"
R1039,0,49586,-8140,9,18,16,-9,"[10871, 9296, 10436, 11960, 7023]","[6, 0, 3, 0, 0]","[3, 5, 5, 2, 3]","[1, 2, 3, 4, 6]"
B1040,1,66720,3385,12,4,41,8,"[15851, 11826, 14623, 14582, 9838]","[5, 0, 1, 5, 1]","[1, 2, 0, 0, 1]","[7, 7, 10, 6, 11]"
R1040,0,63335,-3385,4,12,11,-8,"[12876, 11330, 15176, 14838, 9115]","[1, 0, 2, 0, 1]","[4, 4, 2, 1, 1]","[1, 3, 1, 3, 3]"
B1041,1,72986,10639,16,4,40,12,"[13683, 12942, 17295, 18328, 10738]","[1, 1, 9, 3, 2]","[0, 0, 2, 0, 2]","[7, 11, 7, 6, 9]"
R1041,0,62347,-10639,4,16,11,-12,"[12203, 9747, 12500, 16669, 11228]","[0, 0, 2, 2, 0]","[2, 6, 5, 1, 2]","[4, 0, 1, 2, 4]"
B1042,1,54141,15069,17,8,38,9,"[11270, 10016, 12509, 11267, 9079]","[8, 2, 4, 2, 1]","[1, 2, 3, 1, 1]","[5, 7, 8, 7, 11]"
R1042,0,39072,-15069,8,17,22,-9,"[7614, 7783, 9198, 8047, 6430]","[2, 3, 2, 0, 1]","[5, 5, 2, 2, 3]","[4, 2, 6, 5, 5]"
B1043,1,62537,3818,13,6,31,7,"[11779, 11604, 14434, 14387, 10333]","[1, 4, 4, 4, 0]","[2, 2, 1, 0, 1]","[5, 2, 5, 7, 12]"
R1043,0,58719,-3818,6,13,11,-7,"[13536, 10381, 14635, 12298, 7869]","[1, 2, 2, 0, 1]","[2, 5, 1, 1, 4]","[2, 2, 4, 2, 1]"
B1044,1,52888,9229,17,5,46,12,"[10100, 9559, 14245, 10817, 8167]","[3, 2, 10, 0, 2]","[1, 3, 0, 1, 0]","[9, 13, 4, 10, 10]"
R1044,0,43659,-9229,5,17,11,-12,"[9535, 8317, 10063, 9729, 6015]","[2, 0, 2, 1, 0]","[5, 2, 4, 2, 4]","[1, 3, 2, 2, 3]"
B1045,0,52968,-6394,7,9,14,-2,"[12207, 10183, 11545, 11632, 7401]","[2, 2, 1, 2, 0]","[1, 2, 3, 2, 1]","[3, 4, 1, 1, 5]"
R1045,1,59362,6394,9,7,26,2,"[11447, 10752, 15307, 11811, 10045]","[1, 0, 7, 0, 1]","[3, 2, 0, 1, 1]","[5, 5, 2, 6, 8]"
B1046,1,59473,11196,23,13,43,10,"[12046, 10993, 14945, 13651, 7838]","[4, 4, 11, 4, 0]","[3, 1, 1, 4, 4]","[5, 9, 5, 10, 14]"
R1046,0,48277,-11196,13,23,18,-10,"[10146, 9051, 10590, 11679, 6811]","[3, 3, 2, 4, 1]","[2, 5, 4, 5, 7]","[5, 2, 4, 3, 4]"
B1047,0,34112,-17050,3,22,6,-19,"[7788, 6211, 7427, 7470, 5216]","[1, 0, 2, 0, 0]","[3, 2, 6, 5, 6]","[1, 3, 0, 1, 1]"
R1047,1,51162,17050,22,3,41,19,"[8406, 10857, 12347, 11811, 7741]","[0, 6, 14, 2, 0]","[1, 1, 1, 0, 0]","[6, 8, 5, 8, 14]"
B1048,1,57554,15753,20,3,53,17,"[12891, 10393, 13517, 12208, 8545]","[6, 4, 5, 5, 0]","[0, 2, 0, 1, 0]","[5, 14, 10, 8, 16]"
R1048,0,41801,-15753,3,20,8,-17,"[7808, 7567, 11372, 9267, 5787]","[0, 1, 1, 1, 0]","[5, 4, 3, 3, 5]","[1, 2, 1, 2, 2]"
B1049,1,50458,10804,16,6,33,10,"[9595, 9474, 11211, 12557, 7621]","[0, 5, 4, 7, 0]","[1, 1, 3, 0, 1]","[6, 5, 5, 6, 11]"
R1049,0,39654,-10804,6,16,5,-10,"[8674, 7478, 9001, 7964, 6537]","[2, 2, 2, 0, 0]","[5, 4, 2, 3, 2]","[1, 1, 1, 2, 0]"
B1050,0,41728,-10174,6,17,16,-11,"[8060, 7849, 9615, 8942, 7262]","[0, 2, 2, 2, 0]","[5, 4, 2, 3, 3]","[1, 3, 3, 4, 5]"
R1050,1,51902,10174,17,6,37,11,"[10510, 8625, 12798, 12505, 7464]","[0, 0, 7, 9, 1]","[0, 2, 0, 1, 3]","[10, 8, 7, 3, 9]"
B1051,1,81562,5602,11,13,35,-2,"[17115, 14138, 18541, 19891, 11877]","[0, 1, 6, 4, 0]","[3, 4, 2, 3, 1]","[9, 8, 3, 5, 10]"
R1051,0,75960,-5602,13,11,44,2,"[15567, 15049, 17387, 16202, 11755]","[3, 5, 3, 2, 0]","[3, 3, 0, 2, 3]","[8, 8, 9, 8, 11]"
B1052,1,104570,12669,22,9,62,13,"[22160, 21419, 23751, 22406, 14834]","[0, 7, 11, 4, 0]","[2, 0, 2, 2, 3]","[13, 13, 6, 13, 17]"
R1052,0,91901,-12669,9,22,18,-13,"[18933, 15617, 21477, 21962, 13912]","[1, 3, 2, 1, 2]","[5, 8, 2, 4, 3]","[3, 2, 3, 5, 5]"
B1053,1,81369,7279,12,8,33,4,"[17077, 13666, 18724, 18207, 13695]","[2, 2, 6, 1, 1]","[2, 2, 0, 2, 2]","[8, 6, 5, 6, 8]"
R1053,0,74090,-7279,8,12,19,-4,"[14372, 13750, 15693, 18581, 11694]","[3, 0, 1, 2, 2]","[6, 2, 1, 2, 1]","[2, 4, 3, 5, 5]"
B1054,0,41195,-12960,2,5,3,-3,"[8038, 7354, 9940, 9106, 6757]","[1, 0, 1, 0, 0]","[3, 0, 0, 1, 1]","[0, 1, 0, 1, 1]"
R1054,1,54155,12960,5,2,16,3,"[10512, 9189, 12133, 12971, 9350]","[2, 0, 2, 1, 0]","[1, 0, 0, 0, 1]","[3, 3, 3, 3, 4]"
B1055,0,56912,-9500,5,16,13,-11,"[11683, 10250, 12856, 13027, 9096]","[0, 1, 2, 1, 1]","[2, 5, 2, 3, 4]","[3, 3, 2, 2, 3]"
R1055,1,66412,9500,16,5,52,11,"[13097, 12120, 14453, 15189, 11553]","[2, 3, 2, 8, 1]","[2, 1, 1, 1, 0]","[9, 11, 11, 7, 14]"
B1056,0,41832,-11994,6,14,12,-8,"[8805, 7684, 10315, 8249, 6779]","[2, 0, 2, 1, 1]","[3, 4, 0, 3, 4]","[0, 3, 1, 5, 3]"
R1056,1,53826,11994,14,6,44,8,"[11228, 9415, 12333, 12832, 8018]","[0, 1, 6, 6, 1]","[1, 2, 0, 1, 2]","[12, 10, 7, 4, 11]"
B1057,0,33432,-15471,4,22,10,-18,"[6693, 6211, 7505, 7908, 5115]","[0, 0, 1, 3, 0]","[6, 2, 5, 4, 5]","[2, 4, 0, 1, 3]"
R1057,1,48903,15471,22,4,51,18,"[10335, 9844, 11052, 10541, 7131]","[4, 5, 8, 4, 1]","[0, 0, 1, 0, 3]","[11, 10, 7, 10, 13]"
B1058,1,52291,12600,18,5,43,13,"[11028, 9406, 12305, 11471, 8081]","[2, 2, 6, 7, 1]","[2, 1, 1, 1, 0]","[10, 8, 7, 5, 13]"
R1058,0,39691,-12600,5,18,11,-13,"[8012, 7917, 8869, 8785, 6108]","[0, 2, 1, 1, 1]","[9, 3, 2, 2, 2]","[2, 2, 3, 1, 3]"
B1059,0,45668,-12154,2,17,5,-15,"[11141, 7655, 10471, 10016, 6385]","[0, 0, 1, 1, 0]","[3, 4, 3, 3, 4]","[2, 1, 1, 0, 1]"
R1059,1,57822,12154,17,2,47,15,"[12298, 9463, 13890, 12720, 9451]","[4, 0, 8, 4, 1]","[1, 1, 0, 0, 0]","[8, 10, 6, 10, 13]"
B1060,0,43543,-16754,3,18,6,-15,"[9496, 8026, 10722, 9394, 5905]","[1, 0, 1, 1, 0]","[3, 3, 4, 3, 5]","[1, 1, 1, 1, 2]"
R1060,1,60297,16754,18,3,50,15,"[11632, 9997, 13425, 15838, 9405]","[2, 1, 5, 9, 1]","[0, 2, 0, 0, 1]","[7, 13, 8, 8, 14]"
B1061,0,45242,-8883,5,16,17,-11,"[9483, 8806, 10466, 9787, 6700]","[2, 1, 2, 0, 0]","[3, 2, 5, 2, 4]","[2, 3, 3, 4, 5]"
R1061,1,54125,8883,16,5,44,11,"[10899, 9941, 13058, 12035, 8192]","[3, 3, 4, 5, 1]","[1, 2, 0, 0, 2]","[6, 10, 10, 7, 11]"
B1062,0,39036,-16070,7,20,18,-13,"[7696, 7566, 8093, 9354, 6327]","[0, 2, 0, 5, 0]","[2, 4, 7, 5, 2]","[3, 3, 3, 2, 7]"
R1062,1,55106,16070,20,7,49,13,"[11858, 9669, 13644, 12426, 7509]","[6, 0, 7, 7, 0]","[2, 3, 0, 1, 1]","[8, 10, 10, 4, 17]"
B1063,1,61574,-598,13,14,37,-1,"[13457, 11065, 13890, 14194, 8968]","[4, 1, 3, 4, 1]","[4, 3, 1, 2, 4]","[7, 9, 9, 6, 6]"
R1063,0,62172,598,14,13,47,1,"[10436, 11421, 15835, 15127, 9353]","[0, 4, 7, 3, 0]","[4, 2, 3, 2, 2]","[11, 7, 7, 8, 14]"
B1064,0,37582,-13265,4,21,11,-17,"[7393, 7841, 8394, 8348, 5606]","[1, 1, 2, 0, 0]","[5, 2, 5, 4, 5]","[2, 3, 2, 2, 2]"
R1064,1,50847,13265,21,4,49,17,"[9398, 9414, 13396, 11461, 7178]","[1, 4, 12, 3, 1]","[1, 2, 0, 0, 1]","[10, 9, 5, 11, 14]"
B1065,1,62433,480,15,11,45,4,"[14290, 10207, 15283, 13150, 9503]","[5, 0, 8, 2, 0]","[2, 2, 1, 2, 4]","[8, 10, 5, 10, 12]"
R1065,0,61953,-480,11,15,30,-4,"[11333, 12043, 13488, 15524, 9565]","[1, 2, 3, 5, 0]","[5, 2, 3, 3, 2]","[4, 6, 5, 6, 9]"
B1066,0,52782,-17617,14,21,18,-7,"[10072, 9255, 12973, 12352, 8130]","[3, 0, 9, 0, 2]","[7, 4, 5, 2, 3]","[4, 6, 2, 3, 3]"
R1066,1,70399,17617,21,14,50,7,"[14554, 12565, 14015, 18491, 10774]","[5, 4, 3, 8, 1]","[0, 3, 3, 2, 6]","[9, 9, 13, 9, 10]"
B1067,1,47284,14004,14,5,24,9,"[9282, 8872, 11574, 10332, 7224]","[1, 1, 5, 5, 2]","[1, 1, 2, 1, 0]","[1, 6, 7, 4, 6]"
R1067,0,33280,-14004,5,14,11,-9,"[6717, 6553, 7415, 7588, 5007]","[1, 0, 2, 2, 0]","[3, 1, 5, 3, 2]","[3, 4, 2, 1, 1]"
B1068,1,62720,-985,14,17,26,-3,"[11658, 11717, 14709, 15472, 9164]","[2, 3, 2, 7, 0]","[2, 6, 1, 4, 4]","[5, 4, 4, 3, 10]"
R1068,0,63705,985,17,14,38,3,"[12914, 11947, 15622, 14216, 9006]","[3, 3, 4, 6, 1]","[2, 4, 2, 4, 2]","[4, 9, 6, 7, 12]"
B1069,1,68084,536,21,14,66,7,"[13286, 12671, 16042, 16610, 9475]","[0, 6, 3, 12, 0]","[5, 2, 1, 3, 3]","[14, 13, 15, 6, 18]"
R1069,0,67548,-536,14,21,34,-7,"[15161, 11834, 15380, 14393, 10780]","[2, 2, 6, 2, 2]","[4, 3, 4, 4, 6]","[7, 8, 4, 5, 10]"
B1070,1,82390,6630,14,18,28,-4,"[14954, 14558, 19430, 20048, 13400]","[0, 3, 4, 6, 1]","[2, 5, 3, 2, 6]","[7, 3, 4, 4, 10]"
R1070,0,75760,-6630,18,14,46,4,"[14599, 14433, 19422, 16225, 11081]","[3, 5, 6, 2, 2]","[2, 2, 3, 4, 3]","[8, 11, 8, 7, 12]"
B1071,1,53552,11141,12,4,42,8,"[10270, 9965, 12860, 13026, 7431]","[1, 2, 4, 5, 0]","[1, 3, 0, 0, 0]","[8, 10, 7, 5, 12]"
R1071,0,42411,-11141,4,12,8,-8,"[8623, 8087, 10426, 9411, 5864]","[1, 0, 1, 2, 0]","[3, 3, 1, 2, 3]","[2, 2, 2, 1, 1]"
B1072,0,33147,-8133,2,11,4,-9,"[6825, 6302, 7752, 6901, 5367]","[0, 0, 1, 1, 0]","[1, 2, 2, 2, 4]","[0, 1, 0, 1, 2]"
R1072,1,41280,8133,11,2,26,9,"[8051, 8012, 9221, 10313, 5683]","[1, 2, 3, 5, 0]","[0, 0, 1, 0, 1]","[2, 8, 5, 3, 8]"
B1073,0,47700,-10482,4,10,10,-6,"[10357, 8055, 11933, 11202, 6153]","[0, 0, 2, 2, 0]","[1, 3, 2, 3, 1]","[2, 3, 2, 0, 3]"
R1073,1,58182,10482,10,4,32,6,"[11856, 11395, 13093, 13389, 8449]","[2, 2, 5, 1, 0]","[0, 2, 0, 1, 1]","[6, 6, 4, 9, 7]"
B1074,0,53231,-4483,15,24,36,-9,"[11424, 10981, 11016, 11945, 7865]","[3, 6, 1, 3, 2]","[2, 4, 4, 5, 9]","[10, 8, 8, 4, 6]"
R1074,1,57714,4483,24,15,46,9,"[11083, 11758, 12467, 14156, 8250]","[4, 8, 3, 9, 0]","[4, 4, 3, 2, 2]","[8, 10, 7, 7, 14]"
B1075,0,39562,-13889,3,18,2,-15,"[8989, 7457, 9406, 7978, 5732]","[0, 0, 0, 0, 3]","[2, 5, 3, 3, 5]","[0, 1, 0, 1, 0]"
R1075,1,53451,13889,18,3,55,15,"[10675, 9644, 12195, 11834, 9103]","[3, 2, 8, 4, 1]","[0, 1, 0, 1, 1]","[9, 15, 8, 9, 14]"
B1076,1,58514,11081,15,6,47,9,"[12027, 10047, 14624, 13183, 8633]","[2, 1, 7, 3, 2]","[1, 3, 0, 1, 1]","[6, 12, 6, 11, 12]"
R1076,0,47433,-11081,6,15,21,-9,"[9761, 8374, 11976, 10176, 7146]","[1, 0, 4, 0, 1]","[3, 2, 5, 2, 3]","[3, 6, 2, 5, 5]"
B1077,0,94786,-1448,22,19,64,3,"[19323, 15587, 22712, 21733, 15431]","[4, 3, 10, 4, 1]","[4, 4, 3, 3, 5]","[10, 15, 11, 11, 17]"
R1077,1,96234,1448,19,22,57,-3,"[17802, 16611, 23186, 23636, 14999]","[2, 1, 7, 9, 0]","[4, 6, 5, 3, 4]","[12, 16, 7, 7, 15]"
B1078,1,51989,9369,11,2,36,9,"[10851, 9240, 12786, 11260, 7852]","[2, 1, 3, 5, 0]","[0, 0, 0, 0, 2]","[8, 10, 7, 2, 9]"
R1078,0,42620,-9369,2,11,1,-9,"[8892, 7589, 10492, 9355, 6292]","[0, 0, 2, 0, 0]","[3, 3, 3, 1, 1]","[0, 1, 0, 0, 0]"
B1079,0,65003,-3376,8,10,23,-2,"[13447, 11263, 14466, 15732, 10095]","[3, 1, 2, 2, 0]","[3, 3, 1, 1, 2]","[3, 7, 3, 4, 6]"
R1079,1,68379,3376,10,8,34,2,"[15395, 12497, 14754, 14799, 10934]","[6, 1, 1, 2, 0]","[3, 1, 1, 3, 0]","[3, 9, 8, 5, 9]"
B1080,1,76763,9293,23,15,59,8,"[15047, 13915, 17722, 17750, 12329]","[5, 4, 7, 6, 1]","[2, 4, 1, 2, 6]","[13, 14, 7, 12, 13]"
R1080,0,67470,-9293,15,23,42,-8,"[14642, 12381, 16763, 14502, 9182]","[2, 3, 7, 2, 1]","[5, 7, 4, 2, 5]","[9, 9, 5, 9, 10]"
B1081,0,64954,-8585,12,17,30,-5,"[14515, 11877, 15636, 13871, 9055]","[2, 1, 5, 1, 3]","[4, 5, 2, 3, 3]","[4, 10, 5, 7, 4]"
R1081,1,73539,8585,17,12,56,5,"[13922, 14082, 16117, 17328, 12090]","[1, 2, 7, 7, 0]","[3, 0, 2, 3, 4]","[16, 15, 7, 7, 11]"
B1082,0,43951,-14474,3,15,5,-12,"[9932, 8288, 10075, 9195, 6461]","[1, 0, 1, 1, 0]","[2, 4, 1, 3, 5]","[0, 2, 0, 1, 2]"
R1082,1,58425,14474,15,3,40,12,"[11886, 11051, 14228, 12914, 8346]","[1, 4, 6, 2, 2]","[0, 1, 0, 2, 0]","[8, 8, 6, 8, 10]"
B1083,0,89415,-1505,12,15,34,-3,"[16703, 16253, 20234, 22489, 13736]","[1, 2, 3, 6, 0]","[2, 2, 2, 4, 5]","[9, 7, 7, 4, 7]"
R1083,1,90920,1505,15,12,49,3,"[15357, 15415, 17782, 26038, 16328]","[0, 2, 2, 9, 2]","[2, 3, 3, 3, 1]","[12, 9, 10, 5, 13]"
B1084,1,64134,9675,13,6,31,7,"[13399, 11296, 14761, 15648, 9030]","[4, 1, 3, 5, 0]","[0, 2, 1, 1, 2]","[3, 7, 9, 5, 7]"
R1084,0,54459,-9675,6,13,14,-7,"[11827, 10609, 11581, 12767, 7675]","[1, 1, 2, 2, 0]","[2, 4, 3, 2, 2]","[3, 3, 3, 2, 3]"
B1085,0,55377,-13117,6,14,15,-8,"[11108, 9028, 13810, 13956, 7475]","[1, 0, 1, 4, 0]","[1, 5, 3, 0, 5]","[3, 2, 4, 2, 4]"
R1085,1,68494,13117,14,6,48,8,"[13813, 12837, 14971, 17040, 9833]","[3, 1, 4, 5, 1]","[1, 2, 0, 1, 2]","[8, 11, 10, 7, 12]"
B1086,0,61592,-17876,7,14,17,-7,"[12203, 10601, 14495, 14371, 9922]","[1, 1, 3, 2, 0]","[4, 5, 0, 2, 3]","[2, 6, 2, 3, 4]"
R1086,1,79468,17876,14,7,43,7,"[17949, 14356, 19287, 16507, 11369]","[2, 3, 8, 0, 1]","[2, 2, 0, 1, 2]","[7, 8, 4, 13, 11]"
B1087,1,64336,7623,19,9,57,10,"[14196, 11152, 13706, 15288, 9994]","[7, 2, 2, 8, 0]","[0, 2, 1, 3, 3]","[7, 10, 15, 7, 18]"
R1087,0,56713,-7623,9,19,19,-10,"[11212, 11108, 11323, 13793, 9277]","[1, 1, 2, 3, 2]","[5, 3, 3, 4, 4]","[3, 2, 4, 5, 5]"
B1088,0,63080,-9645,12,19,38,-7,"[12235, 12406, 14610, 13562, 10267]","[0, 2, 6, 1, 3]","[5, 3, 3, 5, 3]","[9, 9, 4, 9, 7]"
R1088,1,72725,9645,19,12,48,7,"[14853, 12079, 17926, 17891, 9976]","[2, 1, 6, 9, 1]","[3, 3, 3, 1, 2]","[9, 13, 5, 7, 14]"
B1089,0,80186,-8439,22,18,62,4,"[17090, 12994, 17719, 19918, 12465]","[6, 1, 6, 8, 1]","[4, 6, 2, 2, 4]","[7, 18, 11, 9, 17]"
